Query	Hit	Rank	Probability	E-Value
CEX1	SHE4	166	83.1	0.06
CEX1	NMD5	167	82.6	0.065
CEX1	SXM1	168	81.1	0.082
CEX1	AP2A	169	80.6	0.088
CEX1	UFD4	170	77.4	0.13
CEX1	CSE1	171	75.5	0.16
CEX1	LAA1	172	74.0	0.19
CEX1	TR732	173	69.6	0.28
CEX1	KOG1	174	68.5	0.31
CEX1	IPI1	175	63.8	0.45
CEX1	HGH1	177	59.6	0.6
CEX1	XPO1	179	46.9	1.3
CEX1	BLM10	180	41.8	1.8
CEX1	VATH	181	35.5	2.6
CEX1	HSM3	182	34.5	2.8
CEX1	SYO1	184	29.1	3.9
CEX1	TTI1	186	27.2	4.5
CEX1	TAO3	188	20.5	7.3
RTP1	2AAA	1	95.4	0.00012
RTP1	IMB2	2	95.0	0.00027
RTP1	IMB3	3	94.6	0.00047
RTP1	TOR2	4	94.5	0.00052
RTP1	TOR1	5	93.8	0.0011
RTP1	SF3B1	6	93.5	0.0015
RTP1	ECM29	7	93.2	0.002
RTP1	IMB4	8	93.1	0.0022
RTP1	AP1B1	9	92.1	0.0041
RTP1	VAC14	10	91.7	0.0052
RTP1	IMA1	11	91.5	0.0058
RTP1	STU2	12	91.4	0.0061
RTP1	VAC8	13	91.0	0.0074
RTP1	MET18	14	90.8	0.008
RTP1	KA120	15	90.8	0.0081
RTP1	IMB1	16	90.7	0.0083
RTP1	COPG	17	89.8	0.012
RTP1	GCN1	18	89.0	0.015
RTP1	UTP20	19	85.6	0.037
RTP1	UTP10	20	85.3	0.04
RTP1	AP2B	21	84.7	0.045
RTP1	COPB	22	84.3	0.049
RTP1	DOHH	23	83.2	0.059
RTP1	CSE1	24	82.2	0.069
RTP1	MOT1	25	81.5	0.077
RTP1	FES1	26	80.8	0.085
RTP1	SXM1	27	79.4	0.1
RTP1	AP3D	28	77.5	0.13
RTP1	NEW1	29	77.5	0.13
RTP1	CEX1	30	76.5	0.15
RTP1	AP3B	31	76.5	0.15
RTP1	PDS5	32	76.3	0.15
RTP1	AP2A	33	73.4	0.2
RTP1	RPN2	34	66.7	0.36
RTP1	CND3	35	63.3	0.46
RTP1	EF3A	36	60.2	0.58
RTP1	RRP12	37	55.9	0.76
RTP1	EF3B	38	53.4	0.89
RTP1	CND1	39	52.6	0.94
RTP1	AP1G1	41	45.2	1.5
RTP1	UFD4	43	40.4	2
RTP1	STU1	45	33.6	2.9
RTP1	SCC3	46	31.7	3.3
RTP1	SCC2	47	30.7	3.5
RTP1	NMD5	48	26.9	4.6
RTP1	IPI1	49	25.4	5.1
RTP1	VPS15	50	23.6	5.8
RTP1	SIL1	51	20.4	7.4
RRP12	IMB3	1	99.9	4.8e-27
RRP12	IMB4	2	99.9	1.7e-30
RRP12	GCN1	3	99.9	3.2e-31
RRP12	IMB2	4	99.7	1.5e-22
RRP12	IMB1	5	99.7	1.3e-21
RRP12	MET18	6	99.6	5.6e-20
RRP12	TOR2	7	99.6	8.6e-20
RRP12	TOR1	8	99.6	6.9e-20
RRP12	UTP20	9	99.6	4.9e-21
RRP12	ECM29	10	99.6	9.0e-21
RRP12	SF3B1	11	99.5	1.6e-19
RRP12	2AAA	12	99.5	7.2e-19
RRP12	VAC14	13	99.1	4.0e-15
RRP12	UTP10	14	99.0	5.1e-14
RRP12	MOT1	15	98.9	2.6e-13
RRP12	CSE1	16	98.9	1.2e-13
RRP12	KA120	17	98.7	1.6e-12
RRP12	STU2	18	98.5	2.6e-11
RRP12	AP1B1	20	98.4	5.5e-11
RRP12	COPG	21	98.3	8.0e-11
RRP12	SXM1	22	98.1	5.5e-10
RRP12	NMD5	23	98.1	8.2e-10
RRP12	IMA1	24	97.6	3.0e-8
RRP12	VAC8	25	97.6	2.3e-8
RRP12	PDS5	26	97.4	7.2e-8
RRP12	AP2B	27	97.4	8.1e-8
RRP12	AP3B	28	97.4	8.7e-8
RRP12	EF3A	29	97.4	1.1e-7
RRP12	EF3B	30	97.3	1.5e-7
RRP12	XPO1	31	97.2	2.3e-7
RRP12	AP3D	32	97.1	4.1e-7
RRP12	VPS15	34	96.9	1.2e-6
RRP12	COPB	35	96.8	2.1e-6
RRP12	NEW1	36	96.7	2.3e-6
RRP12	CEX1	39	96.5	5.2e-6
RRP12	SCC2	40	96.4	8.8e-6
RRP12	AP1G1	41	96.3	1.2e-5
RRP12	STU1	43	96.1	2.4e-5
RRP12	RTP1	44	95.6	7.2e-5
RRP12	CND3	45	95.6	8.4e-5
RRP12	UFD4	46	95.0	0.00027
RRP12	DOHH	47	94.5	0.00051
RRP12	AP2A	48	93.7	0.0012
RRP12	RPN2	49	93.3	0.0019
RRP12	CND1	50	92.9	0.0024
RRP12	VID28	51	92.8	0.0028
RRP12	FES1	53	91.0	0.0075
RRP12	TR732	54	89.5	0.013
RRP12	SHE4	55	89.0	0.016
RRP12	TTI1	56	88.7	0.017
RRP12	IPI1	57	87.9	0.022
RRP12	KOG1	58	87.0	0.027
RRP12	LAA1	59	81.7	0.074
RRP12	SCY1	62	74.7	0.18
RRP12	HGH1	63	71.1	0.25
RRP12	VATH	64	67.9	0.33
RRP12	HSM3	65	63.2	0.47
RRP12	SCC3	66	60.1	0.58
RRP12	BLM10	67	57.7	0.68
RRP12	TAO3	68	57.1	0.71
RRP12	USO1	72	49.7	1.1
RRP12	RPN1	75	37.9	2.3
RRP12	LTN1	76	32.6	3.1
RRP12	MAK21	77	27.5	4.4
RRP12	SYO1	78	22.6	6.2
RRP12	SIL1	79	22.0	6.5
